area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
46,South Dakota,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3930,"38,660"
46,South Dakota,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1940,"39,050"
46,South Dakota,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3480,"39,040"
47,Tennessee,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",28530,"45,500"
47,Tennessee,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",12120,"45,980"
47,Tennessee,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",18360,"46,880"
48,Texas,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",150440,"49,260"
48,Texas,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",74640,"49,850"
48,Texas,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",102070,"51,430"
49,Utah,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",15730,"47,820"
49,Utah,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",4290,"50,760"
49,Utah,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",5300,"50,350"
50,Vermont,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3240,"51,200"
50,Vermont,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1430,"52,480"
50,Vermont,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2690,"52,520"
51,Virginia,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",36220,"54,810"
51,Virginia,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",16610,"54,580"
51,Virginia,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",23640,"55,480"
53,Washington,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",26160,"61,020"
53,Washington,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",9750,"61,330"
53,Washington,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",14210,"62,160"
54,West Virginia,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",6970,"43,260"
54,West Virginia,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",5060,"41,650"
54,West Virginia,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",4430,"43,680"
55,Wisconsin,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",11400,"54,390"
55,Wisconsin,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",16930,"53,650"
56,Wyoming,2,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2810,"58,050"
56,Wyoming,2,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1060,"60,910"
56,Wyoming,2,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1980,"59,330"
66,Guam,3,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",110,"24,820"
72,Puerto Rico,3,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1,"33,220"
72,Puerto Rico,3,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",800,"21,440"
72,Puerto Rico,3,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1,"32,160"
78,Virgin Islands,3,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"44,200"
10180,"Abilene, TX",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1000,"42,620"
10180,"Abilene, TX",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",460,"44,660"
10180,"Abilene, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",670,"43,520"
10380,"Aguadilla-Isabela-San Sebastian, PR",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2360,"34,150"
10420,"Akron, OH",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3480,"59,950"
10420,"Akron, OH",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1390,"58,020"
10420,"Akron, OH",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2530,"62,050"
10500,"Albany, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",830,"52,550"
10500,"Albany, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",330,"50,320"
10500,"Albany, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"54,070"
10580,"Albany-Schenectady-Troy, NY",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3090,"57,800"
10580,"Albany-Schenectady-Troy, NY",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1710,"60,330"
10580,"Albany-Schenectady-Troy, NY",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3130,"60,760"
10740,"Albuquerque, NM",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3640,"45,740"
10740,"Albuquerque, NM",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1390,"45,680"
10740,"Albuquerque, NM",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2540,"47,110"
10780,"Alexandria, LA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",890,"41,930"
10780,"Alexandria, LA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",250,"43,410"
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",5520,"59,040"
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1210,"59,320"
10900,"Allentown-Bethlehem-Easton, PA-NJ",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3600,"58,710"
11020,"Altoona, PA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",680,"54,920"
11020,"Altoona, PA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",310,"45,090"
11100,"Amarillo, TX",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",960,"47,320"
11180,"Ames, IA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"48,740"
11180,"Ames, IA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"44,960"
11260,"Anchorage, AK",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1630,"64,620"
11260,"Anchorage, AK",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",640,"61,610"
11260,"Anchorage, AK",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",880,"66,230"
11300,"Anderson, IN",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",360,"54,110"
11300,"Anderson, IN",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",80,"46,450"
11300,"Anderson, IN",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",230,"51,840"
11340,"Anderson, SC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",880,"41,670"
11340,"Anderson, SC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",540,"49,430"
11340,"Anderson, SC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",420,"53,970"
11460,"Ann Arbor, MI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1280,"62,380"
11460,"Ann Arbor, MI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",460,"56,450"
11460,"Ann Arbor, MI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1290,"58,210"
11500,"Anniston-Oxford, AL",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",440,"47,060"
11500,"Anniston-Oxford, AL",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"43,740"
11500,"Anniston-Oxford, AL",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",380,"47,640"
11540,"Appleton, WI",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",990,"55,840"
11540,"Appleton, WI",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",560,"53,240"
11540,"Appleton, WI",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",740,"53,550"
11700,"Asheville, NC",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1090,"43,890"
11700,"Asheville, NC",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",660,"43,020"
11700,"Asheville, NC",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1420,"44,680"
12020,"Athens-Clarke County, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1010,"54,140"
12020,"Athens-Clarke County, GA",4,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",210,"54,310"
12020,"Athens-Clarke County, GA",4,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",370,"52,610"
12060,"Atlanta-Sandy Springs-Marietta, GA",4,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",24090,"53,540"
