area,area_title,area_type,naics,naics_title,occ code,occ title,tot_emp,a_median
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",270,37050
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",120,56190
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190,48900
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",110,54050
22220,"Fayetteville-Springdale-Rogers, AR-MO",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",150,52690
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,27300
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",100,43280
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",220,44460
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",270,46210
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",50,44910
22380,"Flagstaff, AZ",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,45480
22420,"Flint, MI",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",120,29470
22420,"Flint, MI",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",120,51560
22420,"Flint, MI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",780,62630
22420,"Flint, MI",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",140,62280
22420,"Flint, MI",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",30,65590
22420,"Flint, MI",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,70220
22500,"Florence, SC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",210,19270
22500,"Florence, SC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",480,47490
22500,"Florence, SC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",100,53610
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",30,28390
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,48660
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",490,46940
22520,"Florence-Muscle Shoals, AL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",30,45590
22540,"Fond du Lac, WI",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",170,18410
22540,"Fond du Lac, WI",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",320,58640
22540,"Fond du Lac, WI",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",280,51820
22540,"Fond du Lac, WI",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",290,52040
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",210,46540
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",1460,50200
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",750,49220
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",40,48090
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",80,48970
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",120,46360
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",80,47690
22660,"Fort Collins, CO",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,49010
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",100,36760
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",180,44460
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",380,44110
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",990,46290
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",90,48540
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",70,43700
22900,"Fort Smith, AR-OK",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",40,43110
23060,"Fort Wayne, IN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",230,45020
23060,"Fort Wayne, IN",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",390,50940
23060,"Fort Wayne, IN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",210,47900
23060,"Fort Wayne, IN",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",50,51670
23060,"Fort Wayne, IN",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",120,50570
23420,"Fresno, CA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",800,26470
23420,"Fresno, CA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",480,63490
23420,"Fresno, CA",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",3650,75350
23420,"Fresno, CA",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1470,66690
23420,"Fresno, CA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",3850,83360
23420,"Fresno, CA",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",630,84340
23420,"Fresno, CA",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",220,67300
23420,"Fresno, CA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",370,85490
23420,"Fresno, CA",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",130,76180
23460,"Gadsden, AL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",270,48730
23460,"Gadsden, AL",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,51600
23540,"Gainesville, FL",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,41820
23540,"Gainesville, FL",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",990,41320
23540,"Gainesville, FL",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",380,42110
23540,"Gainesville, FL",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",460,46040
23540,"Gainesville, FL",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",110,31290
23540,"Gainesville, FL",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",150,46450
23540,"Gainesville, FL",4,000000,Cross-industry,25-2059,"Special Education Teachers, All Other",50,46760
23580,"Gainesville, GA",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,57800
23580,"Gainesville, GA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",440,55950
23900,"Gettysburg, PA",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",130,24010
23900,"Gettysburg, PA",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",310,61620
23900,"Gettysburg, PA",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",50,60210
24020,"Glens Falls, NY",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",280,67540
24020,"Glens Falls, NY",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",40,67250
24020,"Glens Falls, NY",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",560,60180
24020,"Glens Falls, NY",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",150,54410
24020,"Glens Falls, NY",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",110,62080
24140,"Goldsboro, NC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",140,25250
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",100,32300
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",80,46100
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,57010
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",110,52290
24220,"Grand Forks, ND-MN",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",70,56500
24260,"Grand Island, NE",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",100,54020
24260,"Grand Island, NE",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",380,53430
24260,"Grand Island, NE",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",330,53110
24260,"Grand Island, NE",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",280,55170
24260,"Grand Island, NE",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",30,60300
24260,"Grand Island, NE",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",40,51590
24260,"Grand Island, NE",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",40,47360
24300,"Grand Junction, CO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",90,47350
24300,"Grand Junction, CO",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,54000
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",730,24780
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",240,70080
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",90,65710
24340,"Grand Rapids-Wyoming, MI",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",190,67310
24500,"Great Falls, MT",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",140,25790
24500,"Great Falls, MT",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",40,47050
24500,"Great Falls, MT",4,000000,Cross-industry,25-2021,"Elementary School Teachers, Except Special Education",330,50130
24500,"Great Falls, MT",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",50,46170
24500,"Great Falls, MT",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",170,47130
24540,"Greeley, CO",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",150,44250
24540,"Greeley, CO",4,000000,Cross-industry,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",720,47430
24540,"Greeley, CO",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,46850
24540,"Greeley, CO",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",140,48770
24540,"Greeley, CO",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",70,47350
24540,"Greeley, CO",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",80,49220
24580,"Green Bay, WI",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",700,56170
24580,"Green Bay, WI",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",130,53030
24580,"Green Bay, WI",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",70,54710
24580,"Green Bay, WI",4,000000,Cross-industry,25-2054,"Special Education Teachers, Secondary School",90,50860
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",320,29330
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,25-2023,"Career/Technical Education Teachers, Middle School",110,45770
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,25-2051,"Special Education Teachers, Preschool",50,49900
24660,"Greensboro-High Point, NC",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",1190,44660
24780,"Greenville, NC",4,000000,Cross-industry,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",470,40040
24860,"Greenville-Anderson-Mauldin, SC",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",870,19560
24860,"Greenville-Anderson-Mauldin, SC",4,000000,Cross-industry,25-2012,"Kindergarten Teachers, Except Special Education",490,53770
24860,"Greenville-Anderson-Mauldin, SC",4,000000,Cross-industry,25-2032,"Career/Technical Education Teachers, Secondary School",50,47230
24860,"Greenville-Anderson-Mauldin, SC",4,000000,Cross-industry,25-2052,"Special Education Teachers, Kindergarten and Elementary School",330,51890
24860,"Greenville-Anderson-Mauldin, SC",4,000000,Cross-industry,25-2053,"Special Education Teachers, Middle School",180,47060
25020,"Guayama, PR",4,000000,Cross-industry,25-2011,"Preschool Teachers, Except Special Education",110,22760
